text,label
Can I take the District line now?,check_status
Is it expensive to go from Paddington to King's Cross?,get_price
"Umm, Green Park to Waterloo — how much?",get_price
What time does the next service leave Paddington?,get_arrivals
Sing me a song,fallback
Is the Victoria line delayed today?,check_status
When is the next train from King's Cross?,get_arrivals
Can I get a haircut nearby?,fallback
How much from Paddington to Baker Street?,get_price
Any issues on the Bakerloo line?,check_status
What's the status of the Northern line?,check_status
Book me a cab,fallback
Can I get a haircut nearby?,fallback
How's the Circle line running?,check_status
What's the fare between Green Park and Victoria?,get_price
What time does the next service leave Oxford Circus?,get_arrivals
Engineering works anywhere?,disruptions
Disruptions in the network now?,disruptions
Any service disruptions today?,disruptions
When is the next train from Victoria?,get_arrivals
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Are there any strikes on?,disruptions
How tall is Big Ben?,fallback
Sing me a song,fallback
Can I get a haircut nearby?,fallback
What's the status of the Bakerloo line?,check_status
Any issues on the Piccadilly line?,check_status
Sing me a song,fallback
Is it expensive to go from Green Park to Liverpool Street?,get_price
Next arrival at Waterloo?,get_arrivals
How long till next train from Victoria?,get_arrivals
How much from Waterloo to Paddington?,get_price
Book me a cab,fallback
Ticket price from Oxford Circus to Stratford please?,get_price
"Hey, any update on Circle line?",check_status
Can I take the Metropolitan line now?,check_status
Anything broken on the Underground?,disruptions
What's the status of the Victoria line?,check_status
"Hey, any update on Victoria line?",check_status
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Any issues on the Piccadilly line?,check_status
How much from Euston to Paddington?,get_price
Are there any strikes on?,disruptions
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Anything broken on the Underground?,disruptions
Is it expensive to go from Victoria to Waterloo?,get_price
How long till next train from Euston?,get_arrivals
Is the District line delayed today?,check_status
Any train coming soon at Green Park?,get_arrivals
Can you tell me when the train leaves Stratford?,get_arrivals
Engineering works anywhere?,disruptions
Can you tell me when the train leaves Liverpool Street?,get_arrivals
Do aliens exist?,fallback
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Tell me a joke,fallback
Any train coming soon at Baker Street?,get_arrivals
Can I get a haircut nearby?,fallback
Is the Victoria line running mate?,check_status
Can I take the Piccadilly line now?,check_status
Any train coming soon at Green Park?,get_arrivals
"Hey, what's the cost Oxford Circus to Victoria?",get_price
What time does the next service leave Victoria?,get_arrivals
Any issues on the Hammersmith & City line?,check_status
How long till next train from Paddington?,get_arrivals
Engineering works anywhere?,disruptions
Umm... next train from Baker Street please?,get_arrivals
What's the fare between Stratford and Paddington?,get_price
How tall is Big Ben?,fallback
Disruptions in the network now?,disruptions
Umm... next train from Waterloo please?,get_arrivals
"Umm, Oxford Circus to Paddington — how much?",get_price
Order me a pizza,fallback
Tube status update — issues today?,disruptions
Is the Jubilee line running mate?,check_status
How much from Victoria to Liverpool Street?,get_price
When is the next train from Victoria?,get_arrivals
Tell me a joke,fallback
When is the next train from Green Park?,get_arrivals
"Hey, any update on Circle line?",check_status
Anything broken on the Underground?,disruptions
Cost to travel from Waterloo to Oxford Circus?,get_price
How much from Waterloo to Green Park?,get_price
Is it expensive to go from Oxford Circus to Green Park?,get_price
Anything broken on the Underground?,disruptions
Tube status update — issues today?,disruptions
Is the Hammersmith & City line delayed today?,check_status
"Umm, King's Cross to Stratford — how much?",get_price
How much from Oxford Circus to Baker Street?,get_price
Can I take the Circle line now?,check_status
Disruptions in the network now?,disruptions
Are there any strikes on?,disruptions
Next arrival at Victoria?,get_arrivals
Disruptions in the network now?,disruptions
Book me a cab,fallback
What's the fare between Baker Street and Waterloo?,get_price
Can I take the Hammersmith & City line now?,check_status
Anything broken on the Underground?,disruptions
Are there any strikes on?,disruptions
What's the weather like?,fallback
Can I take the Circle line now?,check_status
Is the Jubilee line running mate?,check_status
How much from Liverpool Street to Waterloo?,get_price
What's causing delays on the tube?,disruptions
Can I get a haircut nearby?,fallback
Can you tell me when the train leaves Baker Street?,get_arrivals
Is the Metropolitan line delayed today?,check_status
"Umm, Liverpool Street to Baker Street — how much?",get_price
Any issues on the District line?,check_status
Any issues on the Metropolitan line?,check_status
Disruptions in the network now?,disruptions
When is the next train from King's Cross?,get_arrivals
Is the District line delayed today?,check_status
"Umm, Baker Street to Euston — how much?",get_price
Any train coming soon at Baker Street?,get_arrivals
Umm... next train from Oxford Circus please?,get_arrivals
Umm... next train from Paddington please?,get_arrivals
Umm... next train from Liverpool Street please?,get_arrivals
Anything broken on the Underground?,disruptions
Umm... next train from Paddington please?,get_arrivals
Is it expensive to go from Stratford to Euston?,get_price
Disruptions in the network now?,disruptions
Is the Bakerloo line delayed today?,check_status
Ticket price from Baker Street to Euston please?,get_price
"Hey, any update on Piccadilly line?",check_status
What's the fare between Stratford and Paddington?,get_price
Umm... next train from Euston please?,get_arrivals
"Hey, any update on Piccadilly line?",check_status
Any service disruptions today?,disruptions
What's the fare between Oxford Circus and Baker Street?,get_price
What's the weather like?,fallback
What's the weather like?,fallback
Can I take the Northern line now?,check_status
Ticket price from Green Park to Stratford please?,get_price
What's the status of the Northern line?,check_status
"Umm, Victoria to Baker Street — how much?",get_price
When is the next train from Waterloo?,get_arrivals
Any train coming soon at Waterloo?,get_arrivals
Any service disruptions today?,disruptions
Any train coming soon at Baker Street?,get_arrivals
Is the Circle line running mate?,check_status
Do aliens exist?,fallback
How's the Metropolitan line running?,check_status
Any issues on the Circle line?,check_status
Anything broken on the Underground?,disruptions
What's the fare between Euston and Oxford Circus?,get_price
Anything broken on the Underground?,disruptions
When is the next train from King's Cross?,get_arrivals
Is the Victoria line running mate?,check_status
Anything broken on the Underground?,disruptions
How's the Hammersmith & City line running?,check_status
How tall is Big Ben?,fallback
Sing me a song,fallback
Book me a cab,fallback
Can I get a haircut nearby?,fallback
What's the fare between Liverpool Street and Paddington?,get_price
When is the next train from Stratford?,get_arrivals
Tube status update — issues today?,disruptions
What's causing delays on the tube?,disruptions
"Umm, Waterloo to Paddington — how much?",get_price
Engineering works anywhere?,disruptions
How's the Victoria line running?,check_status
Any service disruptions today?,disruptions
Sing me a song,fallback
Disruptions in the network now?,disruptions
Can you tell me when the train leaves Paddington?,get_arrivals
How much from Stratford to Liverpool Street?,get_price
"Umm, King's Cross to Liverpool Street — how much?",get_price
What's the weather like?,fallback
"Hey, any update on Jubilee line?",check_status
How long till next train from Waterloo?,get_arrivals
Order me a pizza,fallback
What's the status of the District line?,check_status
Disruptions in the network now?,disruptions
Tell me a joke,fallback
Any train coming soon at Stratford?,get_arrivals
How tall is Big Ben?,fallback
Ticket price from Liverpool Street to King's Cross please?,get_price
"Hey, any update on Hammersmith & City line?",check_status
Any train coming soon at Liverpool Street?,get_arrivals
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Tube status update — issues today?,disruptions
Disruptions in the network now?,disruptions
How long till next train from Paddington?,get_arrivals
What time does the next service leave Waterloo?,get_arrivals
Tell me a joke,fallback
"Umm, Stratford to Liverpool Street — how much?",get_price
Sing me a song,fallback
Cost to travel from Baker Street to Stratford?,get_price
"Hey, what's the cost Oxford Circus to Victoria?",get_price
Umm... next train from Waterloo please?,get_arrivals
Is the Piccadilly line delayed today?,check_status
What time does the next service leave Victoria?,get_arrivals
Is the Metropolitan line running mate?,check_status
Do aliens exist?,fallback
What's the fare between Oxford Circus and Liverpool Street?,get_price
Is the Central line running mate?,check_status
How tall is Big Ben?,fallback
Do aliens exist?,fallback
Disruptions in the network now?,disruptions
